id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,review_val,rating,text_review
26639925,Esteem's Place Deux,141615596,Esteem,Bronx,Parkchester,40.83791,-73.85845,Private room,26,1,14,6/13/2019,1.24,2,311,21,1.5,
21623610,Small Guestroom 30 mins to Downtown Manhattan,90658585,Faye,Staten Island,Tompkinsville,40.63333,-74.08389,Private room,30,3,13,6/8/2019,0.7,3,176,19.5,1.5,
26669041,A Cozy Single bed for Female Girls,200479961,Fei,Brooklyn,East New York,40.6757,-73.87657,Shared room,25,2,26,6/4/2019,2.25,1,50,65,2.5,
23484328,BEAUTIFUL SUNNY ROOM!,6047516,Fejir,Brooklyn,Bushwick,40.68493,-73.90882,Private room,25,1,1,,,1,0,1,1,
17831929,Apartment of Musicians in Ditmas Park,11136995,Gabriel,Brooklyn,Flatbush,40.64807,-73.96625,Private room,22,3,2,3/5/2018,0.08,1,0,3,1.5,
21497189,Room in Brownstone (Now Available),156175292,Gaby,Brooklyn,Bedford-Stuyvesant,40.6847,-73.92904,Private room,25,1,4,9/26/2018,0.19,1,34,6,1.5,
30071389,Lothlorien,224513581,Gaia,Brooklyn,Bedford-Stuyvesant,40.67752,-73.90886,Private room,26,30,1,,,2,250,1,1,
23634984,Shared male room with bunk beds for rent for MALE,176890090,Gani,Brooklyn,Crown Heights,40.67799,-73.94222,Shared room,25,2,13,4/30/2019,0.81,1,81,19.5,1.5,
26721080,Private Room,44630233,George,Brooklyn,Williamsburg,40.7073,-73.92776,Private room,20,1,8,10/11/2018,0.73,1,1,12,1.5,
30353302,Room close to La Guardia Airport,227905146,Gladys,Queens,East Elmhurst,40.76185,-73.87392,Shared room,16,1,10,6/16/2019,1.36,1,0,15,1.5,
924658,Bright airy room share in Brooklyn,4973668,Gloria,Brooklyn,Bedford-Stuyvesant,40.687,-73.93446,Shared room,30,5,91,6/1/2019,1.18,3,248,336.7,3.7,
2431607,Bright Airy Room Share for 2,4973668,Gloria,Brooklyn,Bedford-Stuyvesant,40.68642,-73.9344,Shared room,25,5,76,6/6/2019,1.22,3,258,281.2,3.7,
9238515,Cozy studio just off Main Street,48017685,Gonzalo,Queens,Flushing,40.7544,-73.82866,Shared room,20,3,3,1/25/2019,0.07,1,0,4.5,1.5,
11637578,Spacious and sunny room for rent,61684714,Grace,Manhattan,Washington Heights,40.84248,-73.93849,Private room,26,7,1,,,1,0,1,1,
30478388,Your home away from home private cozy room,104814095,Hanine,Queens,East Elmhurst,40.75938,-73.88158,Private room,29,1,5,7/1/2019,0.86,3,35,7.5,1.5,
8506745,Comfy Bed in Clinton Hill Loft,44037475,Hannah,Brooklyn,Bedford-Stuyvesant,40.6924,-73.96042,Shared room,29,8,41,2/26/2019,0.89,4,53,151.7,3.7,
14491976,Long term sublet in Clinton Hill,44037475,Hannah,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95967,Shared room,30,25,15,4/10/2019,0.43,4,78,22.5,1.5,
21737594,Private Room in Bushwick!,90721937,Hayden,Brooklyn,Bushwick,40.68635,-73.91187,Private room,25,1,9,1/18/2018,0.45,2,0,13.5,1.5,
21740858,Couch in Common Room Bushwick!,90721937,Hayden,Brooklyn,Bushwick,40.68772,-73.91386,Shared room,20,1,1,,,2,0,1,1,
32857508,10 min to Manhattan: Cozy share,247189581,Helena,Brooklyn,Fort Greene,40.68637,-73.97431,Shared room,25,2,8,6/14/2019,1.95,5,32,12,1.5,
22789917,Private room in colorful Brooklyn neighborhood,44862267,Herman,Brooklyn,Williamsburg,40.70283,-73.93788,Private room,30,3,32,6/8/2019,1.85,1,36,80,2.5,
32722219,New Beautiful Apt in Manhattan 30min to Midtown,19303369,Hiroki,Manhattan,Inwood,40.86428,-73.92199,Private room,27,29,1,5/31/2019,0.77,37,32,1.5,1.5,
32364762,Bronx,19303369,Hiroki,Bronx,Kingsbridge,40.88474,-73.90321,Private room,27,30,1,,,37,0,1,1,
32359401,NEW renovated bathroom & Private backyard,19303369,Hiroki,Queens,Elmhurst,40.74503,-73.87099,Private room,28,30,1,,,37,1,1,1,
35269107,New renowated private room,19303369,Hiroki,Brooklyn,Bedford-Stuyvesant,40.68833,-73.95055,Private room,28,30,1,,,37,54,1,1,
32470732,New Renovate in 2019 & Everything is New,19303369,Hiroki,Manhattan,Inwood,40.8647,-73.92353,Private room,29,30,1,,,37,1,1,1,
22713294,Cozy Ridgewood Spot,58884411,Hubert,Queens,Ridgewood,40.70111,-73.89988,Private room,25,3,1,,,1,0,1,1,
22249013,Cozy Bushwick Loft Apartment,17672907,Imani,Brooklyn,Bushwick,40.69178,-73.91243,Private room,30,3,7,3/12/2018,0.38,1,0,10.5,1.5,
30489379,Calm bed. perfect for students and travelers.,111542307,Imoy,Brooklyn,Bedford-Stuyvesant,40.68622,-73.92639,Shared room,19,30,1,1/9/2019,0.17,2,339,1.5,1.5,
31660529,Calm bed great area.,111542307,Imoy,Brooklyn,Bedford-Stuyvesant,40.68694,-73.92732,Shared room,20,30,1,,,2,342,1,1,
5847182,Lefferts Gardens Brooklyn Room,30357478,Ingrid,Brooklyn,East Flatbush,40.65406,-73.9506,Private room,20,1,1,,,1,0,1,1,
9826081,Bright apartment Crown Heights,5385509,Ingrid Harvold,Brooklyn,Crown Heights,40.67534,-73.94958,Private room,28,14,3,1/25/2017,0.07,1,0,4.5,1.5,
19906528,Calm and cozy bedstuy room,72926334,Iquane,Brooklyn,Bedford-Stuyvesant,40.6844,-73.93138,Private room,27,1,68,6/16/2019,2.88,3,112,251.6,3.7,
22746368,Bed no.2 in the living room,47735494,Iris,Queens,Rego Park,40.72666,-73.87004,Shared room,23,1,13,4/2/2018,0.77,4,0,19.5,1.5,
21798411,Full mattress in the living room,47735494,Iris,Queens,Rego Park,40.72826,-73.87015,Shared room,21,1,11,4/21/2018,0.55,4,0,16.5,1.5,
15813866,LADIES ONLY! Privacy in a shared space :),27260699,J,Brooklyn,Bushwick,40.69382,-73.90925,Shared room,28,1,117,5/23/2019,4.56,4,118,503.1,4.3,
16301173,LADIES ONLY!! Privacy in a shared space :),27260699,J,Brooklyn,Bushwick,40.69533,-73.90889,Shared room,28,1,103,5/1/2019,4.02,4,133,442.9,4.3,
33897702,Privacy in a shared Space!! Males Only Plz,27260699,J,Brooklyn,Bushwick,40.69541,-73.90785,Shared room,28,1,8,6/17/2019,3.2,4,41,12,1.5,
33899850,Privacy in a Shared Space! Males only plz,27260699,J,Brooklyn,Bushwick,40.69606,-73.9095,Shared room,28,1,4,6/24/2019,1.71,4,53,6,1.5,
32987477,P,91018434,Jack,Brooklyn,Sheepshead Bay,40.5987,-73.9593,Shared room,25,1,1,,,1,0,1,1,
31144445,Room in Bensonhurst,232778333,Jaime,Brooklyn,Bensonhurst,40.61355,-73.99648,Private room,25,5,7,4/13/2019,1.23,2,175,10.5,1.5,
31619454,Room In West Brooklyn,232778333,Jaime,Brooklyn,Bensonhurst,40.61245,-73.99684,Private room,29,15,2,6/1/2019,1.2,2,244,3,1.5,
26691677,Small 3rd story Room off BRKLYN-QUEENS Expressway,56616801,James,Brooklyn,Greenpoint,40.72414,-73.93967,Private room,25,1,4,10/29/2018,0.34,1,0,6,1.5,
30862301,Pvt entrance lower level apt w/cable-wi-fi pvt bth,22983583,Jannette,Queens,Woodhaven,40.69545,-73.86084,Private room,30,2,8,6/9/2019,1.76,1,0,12,1.5,
33932486,Shared Couch  in  Shared Studio,274333,Janu,Manhattan,Harlem,40.80298,-73.95375,Shared room,20,1,1,,,3,2,1,1,
36450814,FLATBUSH HANG OUT AND GO,267223765,Jarmel,Brooklyn,Flatbush,40.64922,-73.96078,Shared room,20,1,1,,,3,363,1,1,
13697001,A shared spacious bedroom with attached bathroom,52267190,Jas,Queens,Ozone Park,40.68226,-73.84396,Shared room,25,1,1,,,1,0,1,1,
30442775,Cozy room in Astoria ideal for travelers on budget,220095360,Jayoung,Queens,Astoria,40.76341,-73.92535,Private room,27,7,1,,,1,0,1,1,
33747879,Small room for female guests only,252636577,Jean,Queens,Flushing,40.76,-73.82466,Shared room,26,2,5,7/8/2019,1.65,2,90,7.5,1.5,
20826953,Sublet for Oct (Phone number hidden by Airbnb) utilities included,149394434,Jeanette,Queens,Ridgewood,40.7025,-73.90985,Private room,23,1,1,,,1,0,1,1,
3258197,Large 1br Duplex in Heart of Upper East Side,16477306,Jeff,Manhattan,Upper East Side,40.76866,-73.95553,Entire home/apt,16,2,21,6/30/2019,1.69,1,9,52.5,2.5,
23247514,Private room in family apartment,29098546,Jennifer,Brooklyn,Bedford-Stuyvesant,40.68082,-73.92162,Private room,29,1,65,6/23/2019,3.88,1,5,240.5,3.7,
17979764,Jen Apt,84497333,Jennifer,Manhattan,SoHo,40.72237,-73.99817,Private room,10,5,2,4/15/2017,0.07,1,0,3,1.5,
7053353,Large PB w/ Half Bath in Astoria,8002698,Jeremy,Queens,Astoria,40.75966,-73.90924,Private room,27,30,3,10/15/2017,0.07,1,0,4.5,1.5,
21756084,Cozy Private Bedroom in Bushwick,17906387,Jess,Brooklyn,Bushwick,40.69668,-73.91395,Private room,26,4,1,1/4/2018,0.05,1,0,1.5,1.5,
34413436,Bed only ladys near LaGuardia & Manhattan,223087887,Jess & Ana,Queens,Corona,40.74262,-73.86674,Shared room,25,1,12,7/7/2019,6,8,351,18,1.5,
33749769,HABITACIÃ“N COMPARTIDA PARA MUJERES AVENTURERAS!,223087887,Jess & Ana,Queens,Corona,40.74116,-73.86705,Shared room,25,2,10,7/3/2019,3.45,8,344,15,1.5,
33926057,ONLY WOMEN/CAMAS PARA MUJER/HABITACIÃ“N COMPARTIDA,223087887,Jess & Ana,Queens,Corona,40.74116,-73.86667,Shared room,24,1,4,5/4/2019,1.52,8,346,6,1.5,
33929577,Couch(sofÃ¡cama) only women near LGA & Manhattan,223087887,Jess & Ana,Queens,Corona,40.74086,-73.86618,Shared room,24,1,3,5/12/2019,1.11,8,332,4.5,1.5,
35150643,ONLY LADYS/  3 CAMAS PARA MUJERES EN QUEENS.,223087887,Jess & Ana,Queens,Corona,40.74119,-73.86748,Shared room,25,1,2,6/20/2019,2,8,351,3,1.5,
35145314,Only Ladys twin bed near La Guardia & Manhattan,223087887,Jess & Ana,Queens,Corona,40.74132,-73.86683,Shared room,25,2,1,6/15/2019,1,8,346,1.5,1.5,
35145342,HabitaciÃ³n compartida(Only Women) cerca Manhattan,223087887,Jess & Ana,Queens,Corona,40.74255,-73.86659,Shared room,29,1,1,6/19/2019,1,8,343,1.5,1.5,
35001278,COUCH ONLY LADYs cerca a Manhattan,223087887,Jess & Ana,Queens,Corona,40.74206,-73.86628,Shared room,28,1,1,,,8,357,1,1,
10685496,Cozy shared space heart of Astoria,18192996,Jessica And Danny,Queens,Ditmars Steinway,40.7794,-73.91646,Shared room,22,1,14,12/12/2016,0.34,2,0,21,1.5,
16612424,Artstuy,4878363,Jessie,Brooklyn,Bedford-Stuyvesant,40.68554,-73.94478,Private room,30,1,13,4/21/2019,0.45,2,268,19.5,1.5,
9990200,Artist Escape With Private Terrace,4878363,Jessie,Brooklyn,Bedford-Stuyvesant,40.68624,-73.94349,Private room,25,1,7,8/28/2018,0.19,2,8,10.5,1.5,
28590307,SALA/CAMA PARA MUJERES VIAJERAS (WOMEN ONLY),215778245,Jessy & Christian,Queens,Corona,40.73888,-73.86618,Shared room,26,2,21,7/1/2019,2.58,6,352,52.5,2.5,
28589725,CAMAS PARA MUJERES VIAJERAS EN QUEENS(Only Women),215778245,Jessy & Christian,Queens,Corona,40.74056,-73.86446,Shared room,25,2,15,6/27/2019,1.77,6,330,22.5,1.5,
32589600,BED IN FAMILY HOUSE (ONLY WOMEN),215778245,Jessy & Christian,Queens,Corona,40.74147,-73.86753,Shared room,23,1,8,6/3/2019,2.12,6,308,12,1.5,
35069663,Apartamento compartido NYC.,264182618,Jesus A,Bronx,Fordham,40.85743,-73.90233,Shared room,22,1,1,6/3/2019,0.83,1,11,1.5,1.5,
22379163,Cozy room in a big apartment around Myrtle Ave,150891854,Jiyoung,Brooklyn,Bedford-Stuyvesant,40.69178,-73.9369,Private room,23,3,2,1/16/2018,0.11,1,0,3,1.5,
17173473,Ocean Blue Room,113558977,Joe,Queens,Rego Park,40.7265,-73.86017,Private room,30,1,120,6/11/2019,4.1,2,112,516,4.3,
16194283,Private Room in Beautiful Brooklyn Private House.,40532977,Johari,Brooklyn,Bedford-Stuyvesant,40.68128,-73.91196,Private room,29,60,13,5/1/2019,0.42,4,51,19.5,1.5,
2234100,Coffee Tea&Milk Astor Place Lodging,10931680,John,Manhattan,East Village,40.72672,-73.98851,Shared room,30,30,125,12/31/2017,1.88,1,304,537.5,4.3,
21753773,oasis 2,156505456,John,Brooklyn,East New York,40.66114,-73.88889,Private room,30,3,28,5/28/2019,1.43,13,90,70,2.5,
17475107,Partitioned (shared) Cozy Studio in Pelham Bay,86108833,Jonathan,Bronx,Schuylerville,40.84034,-73.83007,Shared room,20,1,116,1/28/2019,4.09,1,5,498.8,4.3,
29778804,Giant private bedroom w 1/2 bathroom in 4BR apt,58266933,Jordan,Queens,Astoria,40.75805,-73.90927,Private room,25,7,2,3/21/2019,0.29,1,66,3,1.5,
9990448,Luggage/Shower Depot!!!/US Open/LGA/JFK,21216008,Jose,Queens,Jackson Heights,40.75024,-73.87849,Shared room,26,1,15,6/22/2019,0.68,4,365,22.5,1.5,
34112635,CRASH PAD near LGA JFK,21216008,Jose,Queens,Jackson Heights,40.75078,-73.87949,Shared room,28,1,4,6/8/2019,2.11,4,354,6,1.5,
23919507,Large Sunny Bedroom in 2 bedroom Apt. near train,39531110,Josseline,Brooklyn,Gravesend,40.60663,-73.9821,Private room,29,2,1,6/11/2018,0.08,1,0,1.5,1.5,
22048265,Luxurious Brooklyn Getaway - Comfy Couch & Sofabed,15681707,Joycelyn,Brooklyn,Crown Heights,40.67473,-73.91424,Shared room,29,2,4,5/18/2018,0.22,3,1,6,1.5,
19071002,BK's Finest Jack&Jill2 Share NearTransportation,50600973,Joyell,Brooklyn,Bushwick,40.6951,-73.92983,Shared room,29,1,124,6/18/2019,4.99,7,73,533.2,4.3,
18898808,BK's Finest Jack&Jill ShareRoom Close to Train/Bus,50600973,Joyell,Brooklyn,Bushwick,40.69674,-73.92972,Shared room,25,1,105,6/12/2019,4.22,7,82,451.5,4.3,
25834015,Great cozy room,194108889,Juan,Queens,Maspeth,40.72605,-73.90711,Private room,26,3,2,4/30/2019,0.16,1,118,3,1.5,
22229244,Spacious cozy place in heart of nolita,16569491,Julian,Manhattan,Nolita,40.72184,-73.99452,Private room,20,14,9,6/26/2018,0.48,1,0,13.5,1.5,
22942669,Cozy room for one in BedStuy,1398639,Juliet,Brooklyn,Bedford-Stuyvesant,40.6865,-73.93199,Private room,25,30,6,5/31/2019,0.58,3,207,9,1.5,
35642891,Beautiful room in Bushwick,268138154,Julio,Brooklyn,Bushwick,40.6964,-73.91898,Private room,10,1,2,6/18/2019,2,1,0,3,1.5,
36199363,Furnished room  for rent in Bronx SINGLE FEMALE,272247972,Kadeen,Bronx,Olinville,40.88116,-73.86547,Shared room,25,90,1,,,1,190,1,1,
31135051,Pvt Single Room Occupancy Near JFK 6 mi/LGA 10 mi,230025652,Kafayat,Queens,St. Albans,40.70541,-73.75037,Private room,30,2,7,4/30/2019,1.1,4,6,10.5,1.5,
24119328,Charming Brooklyn Gem with Beautiful Views,8612450,Kareem,Brooklyn,Midwood,40.61379,-73.96826,Private room,20,3,4,5/31/2018,0.26,1,18,6,1.5,
10786987,Bright & Spacious living room,55813598,Karen,Brooklyn,Gravesend,40.6074,-73.97458,Shared room,25,3,119,7/2/2019,2.9,2,349,511.7,4.3,
32731541,HUGE duplex floor for share with 1 girl,49758877,Karina,Brooklyn,Bedford-Stuyvesant,40.69348,-73.94757,Shared room,30,18,8,6/23/2019,1.89,1,27,12,1.5,
22977021,Spacious Room4 Rent Near Hospital in Staten Island,46723570,Kartikeya,Staten Island,South Beach,40.5895,-74.09663,Shared room,20,4,1,2/2/2018,0.06,1,0,1.5,1.5,
21011427,Cheap bedroom with private half bath attached!,151291713,Kathryn,Manhattan,Washington Heights,40.85014,-73.93743,Private room,30,1,67,6/22/2019,3.07,2,72,247.9,3.7,
17774989,Cozy room in West Harlem,121359320,Kathy,Manhattan,Harlem,40.83046,-73.94142,Private room,30,1,7,8/21/2017,0.25,1,0,10.5,1.5,
17952277,Newly renovated fully furnished room in Brooklyn,62685070,Katie,Brooklyn,Bushwick,40.69974,-73.91935,Private room,10,5,1,,,1,0,1,1,
15453848,Cozy Room in Crown Heights! (Female Guests Only),11304670,Katya,Brooklyn,Crown Heights,40.66469,-73.95125,Private room,29,5,3,1/1/2019,0.1,1,206,4.5,1.5,
30798396,Spacious room near airport LGA Manhattan & Gym,137358866,Kazuya,Queens,Jackson Heights,40.74878,-73.8799,Private room,24,30,1,,,103,244,1,1,
32293787,Easy access Mall Midtown & JFK. Vast room space!,137358866,Kazuya,Queens,Elmhurst,40.74467,-73.8726,Private room,26,30,1,,,103,233,1,1,
30772721,Budget friendly room in Queens. 5mins to subway!,137358866,Kazuya,Queens,Elmhurst,40.73489,-73.88048,Private room,28,30,1,,,103,63,1,1,
30720122,Sunnyside RM w/ a view. Near everything you need.,137358866,Kazuya,Queens,Sunnyside,40.73756,-73.92329,Private room,29,30,1,,,103,241,1,1,
11319227,A HOME AWAY FROM HOME IN NYC! UPTOWN,51025844,Kdn,Manhattan,Inwood,40.86761,-73.92718,Shared room,29,1,93,6/15/2019,2.28,3,90,344.1,3.7,
29884848,private room for WOMEN ONLY near BX Little Italy,149306690,Kelcie,Bronx,Belmont,40.85504,-73.88394,Private room,24,1,4,6/24/2019,0.52,1,0,6,1.5,
21471540,Charming Bushwick Shared Space,155923396,Kelly,Brooklyn,Bushwick,40.70031,-73.92848,Private room,25,2,35,4/30/2019,1.8,3,3,87.5,2.5,
24207804,NYC room-cozy basic clean cheap & close to all,182488531,Kevin4,Queens,Elmhurst,40.73739,-73.86991,Shared room,21,1,21,6/16/2019,1.64,2,260,52.5,2.5,
26443106,trip NYC - your Couch - clean cheap close to all,182488531,Kevin4,Queens,Elmhurst,40.73753,-73.87054,Shared room,15,1,19,6/20/2019,1.71,2,271,28.5,1.5,
34577268,The duplex of city center,257474717,Kim,Queens,Flushing,40.75498,-73.83423,Entire home/apt,15,2,1,,,1,361,1,1,
19054683,Fully-furnished modern apartment,97907084,Kim,Bronx,Wakefield,40.90281,-73.85201,Entire home/apt,28,1,1,,,1,0,1,1,
18750597,Huge Brooklyn Brownstone Living Close to it all.,8993084,Kimberly,Brooklyn,Bedford-Stuyvesant,40.69023,-73.95428,Private room,50,4,1,1/6/2018,0.05,4,28,1.5,1.5,
12273688,Sunny Private Rm in Bushwick,44468180,Kristen,Brooklyn,Bushwick,40.69414,-73.92877,Private room,29,2,4,7/2/2017,0.11,1,0,6,1.5,
16770311,Spacious Artist Bedroom â€” 30 Min to Manhattan!,16139880,Ksenia & Masha,Brooklyn,Bedford-Stuyvesant,40.67692,-73.91541,Private room,30,3,16,6/8/2019,0.53,6,57,24,1.5,
16557384,Private Room in Cozy Harlem 2 Bedroom,38853591,Kyle,Manhattan,Harlem,40.82261,-73.95163,Private room,25,2,102,6/18/2019,3.33,1,99,438.6,4.3,
22165795,Large room in Bedstuy brownstone,161903367,Kyle,Brooklyn,Bedford-Stuyvesant,40.68135,-73.94718,Private room,28,2,1,1/1/2018,0.05,1,0,1.5,1.5,
18870281,Room in Ditmas Park Brooklyn,131476188,Kylie,Brooklyn,Flatbush,40.64917,-73.96236,Private room,29,3,1,,,1,0,1,1,
9944320,Nice Spacious Room for a Month,19878684,Lakshey,Queens,Ozone Park,40.68247,-73.84368,Shared room,25,10,1,,,1,0,1,1,
31090222,6 Minutes From JFK Airport Cozy Bedroom,232251881,Lakshmee,Queens,Jamaica,40.668,-73.78477,Private room,30,1,98,6/26/2019,15.23,8,189,362.6,3.7,
22107368,Entire Apartment Available in Astoria,103170539,Lalit,Queens,Astoria,40.76824,-73.91135,Private room,29,5,11,6/15/2018,0.59,1,156,16.5,1.5,
23976566,Clean Private Room in Rosedale - Close to JFK+Mall,105124052,Latoya,Queens,Rosedale,40.65882,-73.7332,Private room,28,1,35,5/9/2019,2.25,1,43,87.5,2.5,
16288650,Bushwick Cozy Stay-- One Block From the Train!,11768876,Laura,Brooklyn,Bushwick,40.6995,-73.93334,Private room,30,2,61,6/23/2019,1.95,1,26,225.7,3.7,
20608117,Sunny and Quiet Room in Greenpoint,1641537,Lauren,Brooklyn,Greenpoint,40.72462,-73.94072,Private room,50,2,12,10/27/2017,0.53,2,0,18,1.5,
35676738,Comfortable Private Room,264362310,Lens,Brooklyn,Sheepshead Bay,40.60724,-73.95219,Private room,25,1,1,,,1,178,1,1,
29059334,BSM.1. Shered room for 4-5 guests,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,40.66017,-73.9475,Shared room,25,2,4,6/7/2019,0.53,6,365,6,1.5,
29595432,BSM2. Shares basement,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,40.66192,-73.94668,Shared room,25,2,1,11/27/2018,0.13,6,365,1.5,1.5,
33934534,#1 Shared ROOM 4YOU for 6 guests,256235740,Levi,Brooklyn,Crown Heights,40.66738,-73.93669,Shared room,25,2,1,5/28/2019,0.71,3,167,1.5,1.5,
28309976,BnB & Spa,22125997,Lilly Rose,Bronx,Westchester Square,40.84184,-73.84967,Private room,28,1,26,6/21/2019,2.65,2,123,65,2.5,
25491908,The Quintessential Bushwick Loft: The Dream Cove,6778614,Lindsey,Brooklyn,Bushwick,40.70878,-73.92215,Shared room,30,3,8,7/30/2018,0.61,2,0,12,1.5,
36354776,Cozy bedroom in diverse neighborhood near JFK,273393150,Liza,Queens,Richmond Hill,40.68639,-73.81847,Private room,28,2,1,,,1,24,1,1,
31341166,Stay like a NYker - Cheap clean and close to All,137501374,LKL Rental,Queens,Elmhurst,40.74057,-73.86975,Private room,25,1,17,6/20/2019,2.79,3,231,25.5,1.5,
31341476,Tight budget tours NYC? Cheap Clean and close all,137501374,LKL Rental,Queens,Elmhurst,40.74038,-73.86964,Shared room,19,1,15,6/22/2019,2.78,3,236,22.5,1.5,
31403932,Go to NYC? Stay with us. Cozy Clean &Close all,137501374,LKL Rental,Queens,Elmhurst,40.73998,-73.86802,Private room,28,1,12,6/24/2019,3.03,3,236,18,1.5,
24421357,Private Clean Room near Yankee Stadium.,10534760,Lois,Bronx,Morrisania,40.83139,-73.90166,Private room,23,2,18,7/2/2019,1.25,1,36,27,1.5,
13920551,Vida Local,80974010,Lou,Bronx,Highbridge,40.83736,-73.92318,Private room,22,3,14,10/10/2017,0.39,1,42,21,1.5,
26355272,Place for solo traveler (girls only) in LIC,198195140,Lucy,Queens,Long Island City,40.74753,-73.93918,Shared room,30,1,15,7/1/2019,4.74,2,5,22.5,1.5,
14821756,LowerLevel House NYC Traveler ShortStay BedRoom,31307789,Luffy,Queens,Corona,40.74864,-73.85436,Shared room,27,2,16,6/7/2019,0.48,2,365,24,1.5,
13694021,BasementSolo Private bedRoom No Window in NYC 2E,31307789,Luffy,Queens,Corona,40.74736,-73.85587,Shared room,27,2,13,6/21/2019,0.35,2,361,19.5,1.5,
13868137,FEMALE ONLY,65846751,Luqian,Brooklyn,Sunset Park,40.64025,-74.01735,Private room,25,4,2,8/10/2016,0.06,1,0,3,1.5,
27316669,Bronx Apart,205820814,Luz,Bronx,Highbridge,40.83454,-73.92751,Private room,10,1,1,,,1,180,1,1,
5352301,Housing for SGU/AUA/SABA/ROSS students,27741331,Lyn,Brooklyn,East Flatbush,40.65777,-73.92263,Private room,27,30,9,3/23/2019,0.18,2,345,13.5,1.5,
22856025,Newly Renovated Guest Room with Private Bath,34635838,Madeline,Staten Island,Bull's Head,40.60295,-74.17117,Private room,25,1,34,5/16/2019,2.06,2,0,85,2.5,
24831635,Comfortable an Nice Bedroom to relax,187718165,Magui,Queens,Briarwood,40.71007,-73.81483,Private room,30,1,24,6/12/2019,1.67,1,6,60,2.5,
18007671,Cute 1 bedroom basement apartment,73228035,Maimi,Brooklyn,East Flatbush,40.662,-73.93775,Private room,15,1,2,4/17/2017,0.07,2,0,3,1.5,
6652170,Bunk Bed room share in Bklyn near Brooklyn College,17927814,Malisa,Brooklyn,Flatlands,40.62787,-73.94276,Shared room,27,5,1,,,1,0,1,1,
30062210,Cozy Four Twenty Friendly Bedroom in Brooklyn,225913497,Mamadou,Brooklyn,Bedford-Stuyvesant,40.67966,-73.90755,Private room,28,3,1,1/1/2019,0.16,1,0,1.5,1.5,
21981703,Beautiful and Charming 2 Bedroom in Brooklyn!,2066240,Marcella,Brooklyn,Crown Heights,40.67405,-73.94419,Entire home/apt,12,3,1,,,1,0,1,1,
4162519,Happy cozy Manchi GUEST ROOM,1267556,Mari J,Brooklyn,Flatbush,40.63995,-73.96196,Shared room,30,1,81,6/29/2019,1.39,1,319,299.7,3.7,
18490141,IT'S SIMPLY CONVENIENT!,97001292,Maria,Queens,Jamaica,40.69085,-73.79916,Entire home/apt,10,1,43,6/12/2019,1.68,1,252,159.1,3.7,
26235873,Voted #1 Airbnb In NYC,197169969,Maria,Queens,Jamaica,40.68939,-73.79886,Entire home/apt,10,2,22,7/6/2019,1.76,1,332,55,2.5,
34856733,Large spacious room,20110967,Maria,Manhattan,Inwood,40.86025,-73.92647,Private room,24,10,1,,,1,145,1,1,
34258883,MIN WALK TO TRAIN/STORES/FOOD PLACES/NEAR HOSPITAL,241676154,Maria,Staten Island,Grant City,40.57801,-74.10869,Private room,29,21,1,,,2,281,1,1,
12630799,Cozy Sunny room,65820457,Marilyn,Queens,Ridgewood,40.70595,-73.90871,Private room,25,5,1,,,1,0,1,1,
19415314,Girls only cozy room one block from Times Square,47336995,Mario,Manhattan,Hell's Kitchen,40.75812,-73.98935,Shared room,10,1,2,6/24/2017,0.08,1,0,3,1.5,
15819933,Gorgeous Spacious Bedroom In Ridgewood Queens,16494382,Mark,Queens,Ridgewood,40.70735,-73.89343,Private room,20,7,1,,,1,89,1,1,
22683799,The place,3218951,Marko,Brooklyn,Prospect-Lefferts Gardens,40.65686,-73.95758,Private room,22,7,5,5/28/2019,0.3,1,5,7.5,1.5,
10368714,Martha's Apartment,53369750,Martha,Manhattan,Washington Heights,40.8379,-73.94095,Private room,30,3,119,6/30/2019,3.19,1,3,511.7,4.3,
20523843,MARTIAL LOFT 3: REDEMPTION (upstairs 2nd room),15787004,Martial Loft,Brooklyn,Bushwick,40.69467,-73.92433,Private room,50,2,16,5/18/2019,0.71,5,0,24,1.5,
26496645,Room with a view,110049861,Martin,Brooklyn,Williamsburg,40.70959,-73.95693,Private room,10,1,1,,,1,83,1,1,
7760204,LG quiet room nr Cloisters A 1,8335684,Mary,Manhattan,Inwood,40.86274,-73.92842,Private room,22,1,13,1/2/2019,0.28,3,0,19.5,1.5,
20725759,Sunny & Modern Room in Brooklyn NY,65258155,Marzian,Brooklyn,Bedford-Stuyvesant,40.68763,-73.92706,Private room,30,2,9,1/2/2019,0.4,1,0,13.5,1.5,
28509709,Bronx Apartment College Ave,215183568,Matilde,Bronx,Claremont Village,40.83739,-73.91118,Private room,26,1,20,3/26/2019,2.07,1,3,30,1.5,
18006003,Room in Bronx Little Italy,91261577,Matthew,Bronx,Belmont,40.85311,-73.88763,Private room,29,4,4,8/27/2017,0.15,1,0,6,1.5,
23216187,Spacious and sunny room in Crown Heights,8260418,Matthew,Brooklyn,Crown Heights,40.67671,-73.94938,Private room,26,2,1,,,1,0,1,1,
